,healthy_GSM4205771,healthy_GSM4205772,healthy_GSM4205773,healthy_GSM4205774,disease_GSM4205775,disease_GSM4205776,disease_GSM4205777,disease_GSM4205778
ENSG00000214643,0,0,0,0,0,0,0,0
ENSG00000214650,0,0,0,0,0,0,0,0
ENSG00000214652,0,0,0,0,0,0,0,0
ENSG00000214655,33,138,47,19,42,26,34,12
ENSG00000214681,0,0,0,0,0,0,0,0
ENSG00000214686,0,0,0,0,0,0,0,0
ENSG00000214688,0,0,0,0,0,0,0,0
ENSG00000214691,0,0,0,0,0,1,1,0
ENSG00000214694,0,5,0,1,1,0,0,0
ENSG00000214700,0,0,0,0,0,0,0,0
ENSG00000214706,51,138,41,43,41,30,25,34
ENSG00000214708,5,4,18,0,4,3,3,4
ENSG00000214711,0,0,0,0,0,0,0,3
ENSG00000214717,36,114,66,64,40,55,53,64
ENSG00000214725,2,2,0,0,0,0,0,0
ENSG00000214732,0,0,0,0,0,0,0,0
ENSG00000214733,0,0,0,0,0,0,0,0
ENSG00000214736,0,0,0,0,0,0,0,0
ENSG00000214753,143,398,99,110,205,125,130,105
ENSG00000214756,22,63,27,13,22,14,12,22
ENSG00000214770,4,0,0,0,0,0,1,0
ENSG00000214772,0,0,0,0,0,0,0,0
ENSG00000214782,0,0,0,0,0,0,0,0
ENSG00000214787,0,0,0,0,0,0,0,0
ENSG00000214797,0,0,0,0,0,0,0,0
ENSG00000214803,1,0,0,0,0,1,3,0
ENSG00000214814,0,0,0,0,0,0,0,0
ENSG00000214819,0,0,0,0,0,0,0,0
ENSG00000214827,0,1,2,0,0,0,0,0
ENSG00000214842,0,0,0,0,0,0,0,0
ENSG00000214860,0,0,0,0,0,0,0,0
ENSG00000214866,0,0,0,0,0,0,0,0
ENSG00000214870,0,0,0,0,0,0,0,0
ENSG00000214872,0,0,0,0,0,0,0,0
ENSG00000214888,0,0,0,0,0,0,0,0
ENSG00000214891,0,0,0,0,0,0,0,0
ENSG00000214894,0,0,0,0,0,3,0,0
ENSG00000214897,0,0,0,0,0,0,0,0
ENSG00000214900,3,11,0,0,0,10,1,3
ENSG00000214915,0,0,0,0,0,0,0,0
ENSG00000214929,0,0,0,0,0,0,0,0
ENSG00000214940,0,0,0,0,0,0,0,0
ENSG00000214941,25,73,24,27,36,19,23,39
ENSG00000214942,0,0,0,0,0,0,0,0
ENSG00000214943,0,0,0,0,0,0,0,0
ENSG00000214944,18,47,19,20,26,22,15,24
ENSG00000214946,0,0,0,0,0,0,0,0
ENSG00000214954,0,5,0,2,4,0,0,1
ENSG00000214955,0,0,0,0,0,0,0,1
ENSG00000214960,1,2,5,1,2,5,2,2
ENSG00000214967,0,0,0,0,0,0,0,0
ENSG00000214970,0,0,0,0,0,0,0,0
ENSG00000214978,0,0,0,0,0,0,0,0
ENSG00000214999,0,0,0,0,0,0,0,0
ENSG00000215009,0,0,0,0,0,0,0,0
ENSG00000215012,22,58,13,20,21,18,29,22
ENSG00000215014,1,5,4,9,0,0,2,2
ENSG00000215018,0,0,0,0,0,0,0,0
ENSG00000215021,216,706,297,205,364,299,222,308
ENSG00000215022,1,0,3,0,0,0,1,0
ENSG00000215023,0,0,0,0,0,0,0,0
ENSG00000215029,0,0,0,0,0,0,0,0
ENSG00000215041,0,0,0,0,0,0,0,1
ENSG00000215045,0,0,0,0,0,0,0,0
ENSG00000215067,2,19,0,2,2,7,9,6
ENSG00000215068,2,1,1,0,4,1,6,4
ENSG00000215112,0,0,0,0,0,0,0,0
ENSG00000215113,0,0,0,0,0,0,0,0
ENSG00000215114,5,25,7,13,15,5,9,9
ENSG00000215115,0,0,0,0,0,0,0,0
ENSG00000215117,0,0,0,0,0,0,0,0
ENSG00000215126,0,0,0,0,0,0,0,0
ENSG00000215131,0,0,0,0,0,0,0,0
ENSG00000215159,0,0,0,0,0,0,0,0
ENSG00000215162,0,0,0,0,0,0,0,0
ENSG00000215174,0,0,0,0,0,0,0,0
ENSG00000215177,0,0,0,0,0,0,0,0
ENSG00000215182,0,0,0,0,0,0,0,0
ENSG00000215183,0,0,0,0,0,0,0,0
ENSG00000215186,0,0,0,0,0,0,0,0
ENSG00000215187,0,1,0,0,0,0,0,0
ENSG00000215190,1,3,8,3,1,5,4,4
ENSG00000215193,52,243,79,85,90,55,76,91
ENSG00000215196,0,0,0,0,0,0,0,0
ENSG00000215203,0,0,0,0,0,0,0,0
ENSG00000215206,0,0,0,0,0,0,0,0
ENSG00000215217,0,0,0,0,0,0,0,0
ENSG00000215218,0,0,0,0,0,0,0,0
ENSG00000215231,0,0,0,0,0,0,0,0
ENSG00000215241,0,0,0,0,0,0,0,0
ENSG00000215244,0,0,0,0,0,0,2,0
ENSG00000215246,0,0,0,0,0,0,0,0
ENSG00000215251,19,78,40,15,18,22,27,32
ENSG00000215252,10,39,11,19,23,41,21,42
ENSG00000215256,19,13,28,17,9,12,21,16
ENSG00000215262,1,3,5,0,0,3,0,5
ENSG00000215269,0,0,0,0,0,0,0,0
ENSG00000215271,5,31,10,5,4,8,4,12
ENSG00000215274,0,0,0,0,0,0,0,0
ENSG00000215277,0,0,0,0,0,0,0,0
ENSG00000215301,133,309,206,138,177,183,148,238
ENSG00000215305,39,80,22,21,63,35,40,47
ENSG00000215343,0,0,0,0,0,2,0,0
ENSG00000215356,0,0,0,0,0,0,0,0
ENSG00000215372,0,0,0,0,0,0,0,0
ENSG00000215374,0,0,0,0,0,0,0,0
ENSG00000215375,16,38,3,14,29,21,12,18
ENSG00000215386,0,2,0,1,3,2,4,1
ENSG00000215397,0,0,0,0,0,0,0,0
ENSG00000215403,0,0,0,0,0,0,0,0
ENSG00000215421,5,44,27,40,19,22,23,42
ENSG00000215424,4,11,11,1,6,4,10,6
ENSG00000215440,3,12,8,3,18,12,11,10
ENSG00000215454,0,0,0,0,0,0,0,0
ENSG00000215455,0,0,0,0,0,0,0,0
ENSG00000215458,0,0,0,0,0,0,0,0
ENSG00000215472,0,0,0,0,0,0,0,0
ENSG00000215474,0,0,0,0,0,0,0,0
ENSG00000215475,0,0,0,0,0,0,0,0
ENSG00000215483,0,0,0,0,0,0,0,0
ENSG00000215529,0,0,0,0,0,0,0,0
ENSG00000215545,0,0,0,0,0,0,0,0
ENSG00000215547,0,0,0,0,0,0,0,0
ENSG00000215560,0,0,0,0,0,0,0,0
ENSG00000215568,0,0,0,0,0,0,0,0
ENSG00000215595,0,0,0,0,0,0,0,0
ENSG00000215612,0,0,0,0,0,0,0,0
ENSG00000215644,0,0,0,0,0,0,0,0
ENSG00000215692,0,0,0,0,0,0,0,0
ENSG00000215695,0,0,0,0,0,0,0,0
ENSG00000215704,0,0,0,0,0,0,0,0
ENSG00000215712,11,45,52,25,15,13,16,15
ENSG00000215717,38,143,42,22,58,50,41,67
ENSG00000215784,0,0,7,0,0,0,1,0
ENSG00000215788,1,0,0,0,3,0,0,1
ENSG00000215790,2,9,19,3,1,1,3,7
ENSG00000215808,0,0,0,0,0,0,0,0
ENSG00000215841,0,0,0,0,0,0,0,0
ENSG00000215845,0,0,0,0,0,0,0,0
ENSG00000215853,0,0,0,0,0,0,0,0
ENSG00000215859,0,0,0,0,0,0,0,0
ENSG00000215866,0,0,0,0,0,0,0,1
ENSG00000215881,0,0,0,0,0,0,0,0
ENSG00000215883,5,19,2,18,4,7,6,9
ENSG00000215906,0,0,0,0,0,0,0,0
ENSG00000215910,1,0,0,0,0,1,2,7
ENSG00000215912,0,3,1,0,0,0,2,0
ENSG00000215915,0,0,0,0,0,0,4,1
ENSG00000216490,0,0,0,0,0,0,0,0
ENSG00000216588,0,6,0,4,1,0,0,0
ENSG00000216649,0,0,0,0,0,0,0,0
ENSG00000216863,0,0,0,0,0,0,0,0
ENSG00000216895,3,15,10,1,4,6,3,8
ENSG00000216921,0,0,0,0,0,0,0,0
ENSG00000216937,6,16,2,3,6,5,13,12
ENSG00000217128,57,137,95,74,61,86,59,112
ENSG00000217236,0,0,0,0,0,0,0,0
ENSG00000217258,0,0,0,0,0,0,0,0
ENSG00000217442,0,0,0,0,0,0,3,0
ENSG00000217455,0,0,0,0,0,0,0,0
ENSG00000217555,31,97,55,26,48,38,44,42
ENSG00000217702,0,2,0,0,0,0,0,0
ENSG00000217825,0,0,0,0,0,0,0,0
ENSG00000217930,0,2,3,1,2,0,0,0
ENSG00000218018,0,0,0,0,0,0,0,0
ENSG00000218109,0,0,0,0,0,0,0,0
ENSG00000218336,0,4,0,0,2,5,10,13
ENSG00000218357,0,0,0,0,0,0,0,0
ENSG00000218510,4,5,1,0,5,2,7,8
ENSG00000218537,0,0,0,0,0,0,0,0
ENSG00000218672,0,0,0,0,0,0,0,0
ENSG00000218739,77,246,118,63,79,78,68,66
ENSG00000218819,0,0,0,0,0,0,0,0
ENSG00000218823,0,0,0,0,0,0,0,0
ENSG00000218839,0,0,0,0,0,0,0,0
ENSG00000218891,39,88,33,26,66,64,35,54
ENSG00000219073,0,0,0,0,0,0,0,0
ENSG00000219159,0,0,0,0,0,0,0,0
ENSG00000219200,4,6,6,4,0,8,3,2
ENSG00000219410,0,0,0,0,0,0,0,0
ENSG00000219435,0,0,0,0,0,0,0,0
ENSG00000219438,0,0,0,0,0,0,2,0
ENSG00000219445,0,0,0,0,0,0,0,0
ENSG00000219481,5,11,13,4,6,9,8,12
ENSG00000219545,1,27,14,8,4,5,3,2
ENSG00000219607,3,8,0,0,2,3,1,0
ENSG00000219626,5,15,13,16,19,12,10,10
ENSG00000219926,0,0,0,0,0,0,0,0
ENSG00000220008,0,0,0,0,0,0,0,0
ENSG00000220161,0,0,0,0,0,0,0,0
ENSG00000220201,2,1,0,0,2,2,1,0
ENSG00000220205,98,170,44,28,51,50,26,52
ENSG00000220256,0,0,0,0,0,0,0,0
ENSG00000220575,0,0,0,0,0,0,0,0
ENSG00000220702,0,0,0,0,0,0,0,0
ENSG00000220891,0,0,0,0,0,0,0,0
ENSG00000220908,0,0,0,0,0,0,0,0
ENSG00000220925,0,0,0,0,0,0,0,0
ENSG00000221571,0,0,0,0,0,0,0,0
ENSG00000221813,0,0,0,0,0,0,0,0
ENSG00000221818,0,0,0,0,0,0,0,1
ENSG00000221819,0,0,0,0,0,0,0,0
ENSG00000221821,21,32,16,21,25,29,31,47
ENSG00000221823,109,215,87,75,149,122,99,94
ENSG00000221826,0,0,0,0,0,0,0,0
ENSG00000221829,20,46,12,23,13,18,8,10
ENSG00000221836,0,0,0,0,0,0,0,0
ENSG00000221837,0,0,0,0,0,0,0,0
ENSG00000221838,27,74,39,10,31,28,12,18
ENSG00000221840,0,0,0,0,0,0,0,0
ENSG00000221843,0,0,0,0,0,0,0,0
ENSG00000221845,0,0,0,0,0,0,0,0
ENSG00000221852,3,25,18,15,10,12,10,5
ENSG00000221855,0,0,0,0,0,0,0,0
ENSG00000221858,0,0,0,0,0,0,0,0
ENSG00000221859,0,0,0,0,0,0,0,0
ENSG00000221864,0,0,0,0,0,0,0,0
ENSG00000221866,0,5,3,5,22,24,24,38
ENSG00000221867,0,0,0,0,0,0,0,1
ENSG00000221869,43,165,126,73,139,232,209,259
ENSG00000221870,0,0,0,0,0,0,0,0
ENSG00000221874,0,8,1,0,1,1,2,2
ENSG00000221878,0,0,0,0,0,0,0,1
ENSG00000221880,0,0,0,0,0,0,0,0
ENSG00000221882,0,0,0,0,0,0,0,0
ENSG00000221883,0,0,0,0,1,3,0,0
ENSG00000221886,1,2,0,0,7,1,5,2
ENSG00000221887,0,0,0,0,3,5,4,2
ENSG00000221888,0,0,0,0,0,0,0,0
ENSG00000221890,2,7,11,1,2,5,0,1
ENSG00000221900,0,0,0,0,0,0,0,0
ENSG00000221909,8,34,23,11,6,17,10,11
ENSG00000221910,0,0,0,0,0,0,0,0
ENSG00000221914,145,313,152,128,143,162,142,191
ENSG00000221916,2,2,0,1,2,1,0,1
ENSG00000221923,3,5,2,9,17,19,7,14
ENSG00000221926,15,50,11,11,20,30,24,25
ENSG00000221931,0,0,0,0,0,0,0,0
ENSG00000221932,0,0,0,0,1,0,0,0
ENSG00000221933,0,0,0,0,0,0,0,0
ENSG00000221937,0,0,0,0,0,0,0,0
ENSG00000221938,0,0,0,0,0,0,0,0
ENSG00000221944,6,19,2,12,16,7,6,9
ENSG00000221946,0,3,0,0,0,0,0,0
ENSG00000221947,0,0,0,0,1,0,0,0
ENSG00000221949,0,0,0,1,0,0,3,0
ENSG00000221953,3,0,4,1,0,0,0,0
ENSG00000221954,0,0,0,0,0,0,0,0
ENSG00000221955,0,0,0,2,5,0,9,5
ENSG00000221961,0,0,0,0,0,0,0,0
ENSG00000221962,0,0,0,0,0,0,0,0
ENSG00000221963,47,84,79,83,72,71,57,98
ENSG00000221968,58,181,41,40,91,83,65,73
ENSG00000221970,0,0,0,0,0,0,0,0
ENSG00000221972,0,0,0,0,0,0,0,0
ENSG00000221977,0,0,0,0,0,0,0,0
ENSG00000221978,65,175,118,84,113,127,111,146
ENSG00000221983,1539,4225,1394,1072,2409,2052,1837,2453
ENSG00000221986,0,0,0,0,0,0,0,0
ENSG00000221988,5,8,2,3,11,10,11,16
ENSG00000221989,0,0,0,0,0,0,0,0
ENSG00000221990,15,21,10,28,6,9,13,8
ENSG00000221994,0,0,0,0,0,2,0,0
ENSG00000221995,9,9,13,1,1,0,4,3
ENSG00000222000,0,0,0,0,0,0,0,0
ENSG00000222004,0,0,0,0,0,0,0,0
ENSG00000222005,3,4,2,0,2,3,2,1
ENSG00000222007,0,0,0,0,0,0,0,0
ENSG00000222009,2,11,6,4,3,4,4,11
ENSG00000222011,0,4,0,0,6,1,6,6
ENSG00000222012,0,0,0,0,0,0,0,0
ENSG00000222014,0,0,0,0,0,0,0,0
ENSG00000222017,0,0,0,0,0,0,0,0
ENSG00000222018,0,0,0,0,0,0,0,0
ENSG00000222020,2,0,1,1,6,4,6,2
ENSG00000222022,0,0,0,0,0,0,0,0
ENSG00000222028,0,0,0,0,0,0,0,0
ENSG00000222030,0,0,0,0,0,0,0,0
ENSG00000222031,0,0,0,0,0,0,0,0
ENSG00000222032,0,0,0,0,0,0,0,0
ENSG00000222033,0,0,0,0,0,0,0,0
ENSG00000222035,0,0,0,0,0,0,0,0
ENSG00000222036,0,0,0,0,0,0,0,0
ENSG00000222037,0,0,0,0,0,0,0,0
ENSG00000222038,0,0,0,0,0,0,0,0
ENSG00000222041,460,1253,363,317,626,433,372,609
ENSG00000222042,0,0,0,0,0,0,0,0
ENSG00000222043,0,3,0,0,1,0,1,2
ENSG00000222044,0,0,0,0,0,0,0,0
ENSG00000222046,0,0,0,0,0,0,0,0
ENSG00000222047,2,10,0,5,0,0,1,0
ENSG00000223342,0,0,0,0,0,0,0,0
ENSG00000223343,0,0,0,0,0,0,1,0
ENSG00000223344,0,0,0,0,0,0,0,0
ENSG00000223350,0,0,0,0,0,0,0,0
ENSG00000223351,0,0,0,0,0,0,0,0
ENSG00000223356,0,0,0,0,0,0,0,0
ENSG00000223358,0,0,0,0,0,0,0,0
ENSG00000223360,0,0,0,0,0,0,0,0
ENSG00000223373,0,0,0,0,0,0,0,0
ENSG00000223374,0,0,0,0,0,0,0,0
ENSG00000223379,0,0,0,0,0,0,0,0
ENSG00000223381,0,0,0,0,0,0,0,0
ENSG00000223382,2,0,0,0,1,1,2,0
ENSG00000223387,0,0,0,0,0,0,0,0
ENSG00000223390,0,0,0,0,0,0,0,0
ENSG00000223392,0,0,0,0,0,0,0,0
ENSG00000223393,1,0,0,0,0,0,1,0
ENSG00000223394,0,0,0,0,0,0,0,0
ENSG00000223396,5,8,0,2,6,0,4,2
ENSG00000223400,0,0,0,0,0,0,0,0
ENSG00000223401,0,0,0,0,0,0,0,0
ENSG00000223403,3,4,0,4,5,6,4,3
ENSG00000223404,0,0,0,0,0,0,0,0
ENSG00000223410,0,0,0,0,0,0,0,0
ENSG00000223414,0,0,2,0,0,1,0,0
ENSG00000223417,0,0,0,0,0,0,0,0
ENSG00000223430,0,0,0,0,0,0,0,0
ENSG00000223432,0,0,0,0,0,0,0,0
ENSG00000223436,0,0,0,0,0,0,0,0
ENSG00000223438,0,0,0,0,0,2,0,0
ENSG00000223440,0,0,0,0,0,0,0,0
ENSG00000223442,0,0,0,0,0,0,0,0
ENSG00000223443,0,0,0,0,0,0,0,0
ENSG00000223446,0,0,0,0,0,0,0,0
ENSG00000223461,0,0,0,0,0,0,0,0
ENSG00000223462,0,0,0,0,0,0,0,0
ENSG00000223466,0,4,8,2,0,2,0,2
ENSG00000223469,0,0,0,0,0,0,0,0
ENSG00000223470,0,0,0,0,0,0,0,0
ENSG00000223473,1,0,2,0,0,0,2,0
ENSG00000223475,0,0,0,0,0,0,0,0
ENSG00000223478,7,11,1,0,10,2,6,3
ENSG00000223479,0,0,0,0,0,0,0,0
ENSG00000223482,18,32,14,8,10,11,10,17
ENSG00000223485,0,0,0,0,1,4,0,3
ENSG00000223486,0,0,0,0,0,0,0,0
ENSG00000223487,0,0,0,0,0,0,0,0
ENSG00000223492,0,0,0,0,0,0,0,0
ENSG00000223496,182,283,98,117,89,86,95,102
ENSG00000223501,32,57,24,17,32,32,21,18
ENSG00000223502,6,3,0,0,0,0,1,0
ENSG00000223504,0,0,0,0,0,0,0,0
ENSG00000223510,0,0,0,0,0,0,0,0
ENSG00000223511,0,0,0,0,0,0,0,0
ENSG00000223517,0,0,0,0,0,0,0,0
ENSG00000223522,0,0,0,0,0,0,0,0
ENSG00000223528,0,0,0,0,0,0,0,0
ENSG00000223530,0,0,0,0,0,0,0,0
ENSG00000223534,0,0,0,0,0,0,0,0
ENSG00000223536,0,0,0,0,0,0,0,0
ENSG00000223537,0,0,0,0,0,0,0,0
ENSG00000223542,0,0,0,0,0,0,0,0
ENSG00000223546,2,0,7,3,1,2,1,0
ENSG00000223547,8,38,25,5,7,9,7,10
ENSG00000223548,0,0,0,0,0,0,0,0
ENSG00000223552,0,0,0,0,0,0,0,0
ENSG00000223554,0,0,0,0,0,0,0,0
ENSG00000223561,0,0,0,0,0,0,0,0
ENSG00000223562,0,0,0,0,0,0,0,0
ENSG00000223563,0,0,0,0,0,0,0,0
ENSG00000223569,0,0,0,0,0,0,0,0
ENSG00000223572,0,0,0,0,0,0,0,0
ENSG00000223573,0,0,0,0,0,0,0,0
ENSG00000223576,0,0,0,0,0,0,0,0
ENSG00000223581,0,0,0,0,0,0,0,0
ENSG00000223586,0,0,0,0,0,0,0,0
ENSG00000223587,0,0,0,0,0,0,0,0
ENSG00000223591,0,0,0,0,0,0,0,0
ENSG00000223597,0,0,0,0,0,0,0,0
ENSG00000223598,0,0,0,0,0,0,0,0
ENSG00000223601,0,0,0,0,0,0,0,0
ENSG00000223609,2,4,0,0,1,5,1,0
ENSG00000223614,0,0,0,0,0,0,0,0
ENSG00000223617,0,0,0,0,0,0,0,0
ENSG00000223623,0,0,0,0,0,0,0,0
ENSG00000223626,0,0,0,0,0,0,0,0
ENSG00000223631,0,0,0,0,0,0,0,0
ENSG00000223633,0,0,0,0,0,0,0,0
ENSG00000223634,0,0,0,0,0,0,0,0
ENSG00000223635,0,0,0,0,0,0,0,0
ENSG00000223638,0,0,0,0,0,0,0,0
ENSG00000223641,0,0,0,0,0,0,0,0
ENSG00000223642,0,0,0,0,0,0,0,0
ENSG00000223643,0,0,0,0,0,0,0,0
ENSG00000223646,0,0,0,0,0,0,0,0
ENSG00000223647,0,0,0,0,0,0,0,0
ENSG00000223648,0,0,0,0,0,0,0,0
ENSG00000223649,0,0,0,0,0,0,0,0
ENSG00000223652,0,4,0,0,0,0,1,0
ENSG00000223653,3,1,0,0,3,1,1,0
ENSG00000223658,0,0,0,0,0,0,0,0
ENSG00000223660,0,0,0,0,0,0,0,0
ENSG00000223662,0,0,0,0,0,0,0,0
ENSG00000223665,0,0,0,0,0,0,0,0
ENSG00000223669,0,0,0,1,0,0,0,0
ENSG00000223675,0,0,0,0,0,0,0,0
ENSG00000223678,0,0,0,0,0,0,0,0
ENSG00000223685,0,0,0,0,0,0,1,0
ENSG00000223695,0,0,0,0,0,0,0,0
ENSG00000223697,0,0,0,0,0,0,0,0
ENSG00000223701,0,0,0,0,0,0,0,0
ENSG00000223704,0,0,0,0,0,0,0,0
ENSG00000223711,0,0,0,0,0,0,0,0
ENSG00000223714,0,0,0,0,0,0,0,0
ENSG00000223715,0,0,0,0,0,0,0,0
ENSG00000223716,0,0,0,0,0,0,0,0
ENSG00000223720,0,0,0,0,0,0,0,0
ENSG00000223725,0,0,0,0,0,0,0,0
ENSG00000223726,0,0,0,0,0,0,0,0
ENSG00000223727,0,0,0,0,0,0,0,0
ENSG00000223729,0,0,0,0,0,0,0,0
ENSG00000223732,0,0,0,0,0,0,0,0
ENSG00000223734,0,0,0,0,0,0,0,0
ENSG00000223742,0,0,0,0,0,0,0,0
ENSG00000223749,12,36,21,19,31,24,25,20
ENSG00000223751,0,0,0,0,0,0,0,0
ENSG00000223754,0,0,0,0,0,0,0,0
ENSG00000223761,0,0,0,0,0,0,0,0
ENSG00000223764,1,0,0,0,0,0,3,2
ENSG00000223765,0,3,0,0,0,0,0,0
ENSG00000223768,9,35,13,8,19,22,10,17
ENSG00000223770,0,0,0,0,0,0,0,0
ENSG00000223774,1,2,0,0,0,0,0,1
ENSG00000223776,0,1,0,0,0,1,0,0
ENSG00000223783,0,0,0,0,0,0,0,0
ENSG00000223784,1,17,0,3,3,1,0,5
ENSG00000223786,0,0,0,0,0,0,0,0
ENSG00000223791,0,0,0,0,0,0,0,0
ENSG00000223795,0,0,0,0,0,0,0,0
ENSG00000223797,2,24,7,3,4,3,6,5
ENSG00000223799,0,0,0,0,0,0,0,0
ENSG00000223800,0,0,1,0,0,0,0,0
ENSG00000223802,4,3,4,0,3,4,0,0
ENSG00000223806,0,0,0,0,0,0,0,0
ENSG00000223808,0,0,0,0,0,0,0,0
ENSG00000223809,0,0,0,0,0,0,0,0
ENSG00000223811,0,0,0,0,0,0,0,0
ENSG00000223812,0,0,0,0,0,0,0,0
ENSG00000223813,0,0,0,0,0,0,0,0
ENSG00000223814,0,0,0,0,0,0,0,0
ENSG00000223815,0,0,0,0,0,0,0,0
ENSG00000223817,0,0,0,0,0,0,0,0
ENSG00000223821,0,0,0,0,0,0,0,0
ENSG00000223823,0,0,0,0,0,0,0,0
ENSG00000223826,0,0,0,0,0,0,0,0
ENSG00000223834,0,0,0,0,0,0,0,1
ENSG00000223838,0,0,0,0,0,0,0,0
ENSG00000223839,0,0,0,0,0,0,0,0
ENSG00000223842,0,0,0,0,0,0,0,0
ENSG00000223843,0,0,0,0,0,0,0,0
ENSG00000223850,0,0,0,0,0,0,0,0
ENSG00000223855,0,0,0,0,0,0,0,1
ENSG00000223859,0,0,0,0,0,0,0,0
ENSG00000223863,0,0,0,0,0,0,0,1
ENSG00000223865,5,9,0,0,18,19,21,19
ENSG00000223870,0,0,0,0,0,0,0,0
ENSG00000223872,0,0,0,0,0,0,0,0
ENSG00000223874,0,0,0,0,0,0,0,0
ENSG00000223880,0,0,0,0,0,0,0,0
ENSG00000223881,0,0,0,0,0,0,0,0
ENSG00000223882,0,0,0,0,0,0,0,0
ENSG00000223883,0,0,0,0,0,0,0,0
ENSG00000223884,0,0,0,0,0,0,0,0
ENSG00000223891,0,0,0,1,3,0,1,1
ENSG00000223901,0,0,0,0,0,0,0,0
ENSG00000223906,0,0,0,0,0,0,0,0
ENSG00000223907,0,0,0,0,0,0,0,0
ENSG00000223910,0,0,0,0,0,0,0,0
ENSG00000223911,0,0,0,0,0,0,0,0
ENSG00000223914,0,0,0,0,0,0,0,0
ENSG00000223923,0,0,0,0,0,0,0,0
ENSG00000223929,0,0,0,0,0,0,0,0
ENSG00000223930,0,0,0,9,0,3,2,3
ENSG00000223935,0,0,0,0,0,0,1,0
ENSG00000223944,0,0,0,0,0,0,0,0
ENSG00000223946,0,0,0,0,0,0,0,0
ENSG00000223947,0,0,0,0,0,0,0,0
ENSG00000223949,0,0,0,0,0,0,0,0
ENSG00000223953,0,5,0,0,0,0,0,0
ENSG00000223956,0,0,0,0,0,0,0,0
ENSG00000223960,11,27,5,1,2,5,4,4
ENSG00000223966,0,0,0,0,0,0,0,0
ENSG00000223969,0,0,0,0,0,0,0,0
ENSG00000223975,0,0,0,0,0,0,0,0
ENSG00000223979,0,0,0,0,0,1,0,0
ENSG00000223985,0,0,0,0,0,0,0,0
ENSG00000223989,0,0,0,0,0,0,0,0
ENSG00000223991,0,0,0,0,0,0,0,0
ENSG00000223993,0,0,0,0,0,0,0,0
ENSG00000223997,0,0,0,0,0,0,0,0
ENSG00000223999,0,0,0,0,0,0,0,0
ENSG00000224000,0,0,0,0,0,0,0,0
ENSG00000224008,0,0,0,0,0,0,0,0
ENSG00000224015,0,0,0,0,0,0,0,0
ENSG00000224017,0,0,0,0,0,0,0,0
ENSG00000224018,0,0,0,0,0,0,0,0
ENSG00000224020,0,0,0,0,0,0,2,0
ENSG00000224023,3,8,0,0,5,1,0,2
ENSG00000224027,0,0,0,0,0,0,0,0
ENSG00000224028,0,0,0,0,0,0,0,0
ENSG00000224031,0,0,0,0,0,0,0,0
ENSG00000224032,41,116,62,24,70,60,54,77
ENSG00000224034,0,0,0,0,0,0,0,0
ENSG00000224038,0,0,0,0,0,0,0,0
ENSG00000224041,0,0,0,0,0,0,0,0
ENSG00000224043,0,4,0,0,0,0,3,1
ENSG00000224046,3,2,0,9,1,3,7,3
ENSG00000224048,0,0,0,0,0,0,0,0
ENSG00000224049,0,0,0,0,0,0,0,0
ENSG00000224050,0,0,0,0,0,0,0,0
ENSG00000224051,20,72,22,17,35,24,27,32
ENSG00000224057,0,0,0,0,0,0,0,0
ENSG00000224063,0,1,0,0,0,0,0,0
ENSG00000224066,0,0,0,0,1,0,0,1
ENSG00000224074,0,0,0,0,0,0,0,0
ENSG00000224075,0,0,0,0,0,0,0,0
ENSG00000224076,0,0,0,0,0,0,0,0
ENSG00000224077,0,0,0,0,0,0,0,0
ENSG00000224079,0,0,0,0,0,0,0,0
ENSG00000224086,3,5,5,0,3,7,7,4
ENSG00000224087,0,0,0,0,0,0,0,0
ENSG00000224089,0,0,0,0,0,0,0,0
ENSG00000224090,0,0,0,0,0,0,0,0
ENSG00000224091,0,0,0,0,0,0,0,0
ENSG00000224093,0,0,0,0,0,0,0,0
ENSG00000224095,0,0,0,0,0,0,0,0
ENSG00000224099,0,0,0,0,0,0,0,0
ENSG00000224100,0,0,0,0,0,0,0,0
ENSG00000224101,0,0,0,0,0,0,0,0
ENSG00000224107,0,0,0,0,0,0,0,0
ENSG00000224109,0,0,0,0,0,0,0,0
ENSG00000224116,0,2,0,0,1,0,1,0
ENSG00000224122,0,0,0,0,0,0,0,0
ENSG00000224127,0,0,0,0,0,0,0,0
ENSG00000224128,0,0,0,0,0,0,0,0
ENSG00000224132,3,3,0,0,0,0,1,1
ENSG00000224137,0,0,0,0,0,0,0,0
ENSG00000224138,0,0,0,0,0,0,0,0
ENSG00000224141,0,0,0,0,0,0,0,0
ENSG00000224149,0,0,0,0,0,0,0,0
ENSG00000224152,1,3,1,0,0,2,1,0
ENSG00000224153,0,0,0,0,0,0,0,0
ENSG00000224157,0,0,0,0,0,0,0,0
ENSG00000224164,0,0,0,0,0,0,0,0
ENSG00000224165,1,5,0,1,2,4,2,4
ENSG00000224167,0,0,0,0,0,0,0,0
ENSG00000224173,0,0,0,0,0,0,0,0
ENSG00000224174,1,0,0,0,0,0,1,0
ENSG00000224177,0,0,0,0,0,0,1,0
ENSG00000224184,0,0,0,0,0,0,0,0
ENSG00000224186,2,16,1,0,0,3,0,0
ENSG00000224187,0,0,0,0,0,0,0,0
ENSG00000224189,0,0,0,0,0,0,0,0
ENSG00000224190,0,0,0,0,0,0,0,0
ENSG00000224192,0,0,0,0,0,0,0,0
